数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""3.46%"", ""营业总收入同比增长率"": ""10.48%"", ""流动比率"": ""2.63"", ""速动比率"": ""2.21"", ""资产负债率"": ""33.57%""}",2025-05-28,2025-06-01,15.5,15.18,-0.020645161290322567,跌3
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""3.46%"", ""营业总收入同比增长率"": ""10.48%"", ""流动比率"": ""2.63"", ""速动比率"": ""2.21"", ""资产负债率"": ""33.57%""}",2025-06-04,2025-06-08,15.18,15.86,0.044795783926218746,涨5
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""3.46%"", ""营业总收入同比增长率"": ""10.48%"", ""流动比率"": ""2.63"", ""速动比率"": ""2.21"", ""资产负债率"": ""33.57%""}",2025-06-11,2025-06-15,15.86,16.31,0.028373266078184134,涨3
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""3.46%"", ""营业总收入同比增长率"": ""10.48%"", ""流动比率"": ""2.63"", ""速动比率"": ""2.21"", ""资产负债率"": ""33.57%""}",2025-06-18,2025-06-22,16.31,15.66,-0.03985285101164926,跌4
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""3.46%"", ""营业总收入同比增长率"": ""10.48%"", ""流动比率"": ""2.63"", ""速动比率"": ""2.21"", ""资产负债率"": ""33.57%""}",2025-06-25,2025-06-29,15.66,16.36,0.04469987228607919,涨5
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-6.48%"", ""营业总收入同比增长率"": ""39.53%"", ""流动比率"": ""2.83"", ""速动比率"": ""2.28"", ""资产负债率"": ""29.51%""}",2025-07-02,2025-07-06,16.36,16.06,-0.018337408312958492,跌2
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-6.48%"", ""营业总收入同比增长率"": ""39.53%"", ""流动比率"": ""2.83"", ""速动比率"": ""2.28"", ""资产负债率"": ""29.51%""}",2025-07-09,2025-07-13,16.06,15.93,-0.008094645080946372,跌1
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-6.48%"", ""营业总收入同比增长率"": ""39.53%"", ""流动比率"": ""2.83"", ""速动比率"": ""2.28"", ""资产负债率"": ""29.51%""}",2025-07-16,2025-07-20,15.93,16.9,0.06089139987445069,涨5+
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-6.48%"", ""营业总收入同比增长率"": ""39.53%"", ""流动比率"": ""2.83"", ""速动比率"": ""2.28"", ""资产负债率"": ""29.51%""}",2025-07-23,2025-07-27,16.9,18.49,0.09408284023668645,涨5+
True,"{""股票代码"": ""002046"", ""股票简称"": ""国机精工"", ""总股本"": 536190854.0, ""流通股"": 528803152.0, ""总市值"": 29147334823.44, ""流通市值"": 28745739342.72, ""行业"": ""通用设备"", ""上市时间"": ""2005-05-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-6.48%"", ""营业总收入同比增长率"": ""39.53%"", ""流动比率"": ""2.83"", ""速动比率"": ""2.28"", ""资产负债率"": ""29.51%""}",2025-07-30,2025-08-03,18.49,19.28,0.042725797728502046,涨5
