数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""78.46%"", ""营业总收入同比增长率"": ""21.23%"", ""流动比率"": ""1.69"", ""速动比率"": ""1.18"", ""资产负债率"": ""36.85%""}",2025-05-28,2025-06-01,12.66,12.41,-0.019747235387045814,跌2
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""78.46%"", ""营业总收入同比增长率"": ""21.23%"", ""流动比率"": ""1.69"", ""速动比率"": ""1.18"", ""资产负债率"": ""36.85%""}",2025-06-04,2025-06-08,12.41,12.14,-0.021756647864625278,跌3
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""78.46%"", ""营业总收入同比增长率"": ""21.23%"", ""流动比率"": ""1.69"", ""速动比率"": ""1.18"", ""资产负债率"": ""36.85%""}",2025-06-11,2025-06-15,12.14,11.89,-0.020593080724876422,跌3
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""78.46%"", ""营业总收入同比增长率"": ""21.23%"", ""流动比率"": ""1.69"", ""速动比率"": ""1.18"", ""资产负债率"": ""36.85%""}",2025-06-18,2025-06-22,11.89,11.81,-0.006728343145500415,跌1
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""78.46%"", ""营业总收入同比增长率"": ""21.23%"", ""流动比率"": ""1.69"", ""速动比率"": ""1.18"", ""资产负债率"": ""36.85%""}",2025-06-25,2025-06-29,11.81,12.17,0.030482641828958545,涨4
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-154.04%"", ""营业总收入同比增长率"": ""13.41%"", ""流动比率"": ""1.56"", ""速动比率"": ""1.08"", ""资产负债率"": ""39.55%""}",2025-07-02,2025-07-06,12.17,12.15,-0.0016433853738700988,平
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-154.04%"", ""营业总收入同比增长率"": ""13.41%"", ""流动比率"": ""1.56"", ""速动比率"": ""1.08"", ""资产负债率"": ""39.55%""}",2025-07-09,2025-07-13,12.15,12.53,0.031275720164609,涨4
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-154.04%"", ""营业总收入同比增长率"": ""13.41%"", ""流动比率"": ""1.56"", ""速动比率"": ""1.08"", ""资产负债率"": ""39.55%""}",2025-07-16,2025-07-20,12.53,12.49,-0.0031923383878690315,平
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-154.04%"", ""营业总收入同比增长率"": ""13.41%"", ""流动比率"": ""1.56"", ""速动比率"": ""1.08"", ""资产负债率"": ""39.55%""}",2025-07-23,2025-07-27,12.49,12.83,0.027221777421937432,涨3
True,"{""股票代码"": ""600703"", ""股票简称"": ""三安光电"", ""总股本"": 4989018727.0, ""流通股"": 4989018727.0, ""总市值"": 80622542628.32, ""流通市值"": 80622542628.32, ""行业"": ""光学光电子"", ""上市时间"": ""1996-05-28""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-154.04%"", ""营业总收入同比增长率"": ""13.41%"", ""流动比率"": ""1.56"", ""速动比率"": ""1.08"", ""资产负债率"": ""39.55%""}",2025-07-30,2025-08-03,12.83,12.68,-0.011691348402182444,跌2
