数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""51.84%"", ""营业总收入同比增长率"": ""-71.76%"", ""流动比率"": ""1.49"", ""速动比率"": ""1.23"", ""资产负债率"": ""55.15%""}",2025-05-28,2025-06-01,5.43,6.19,0.13996316758747707,涨5+
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""51.84%"", ""营业总收入同比增长率"": ""-71.76%"", ""流动比率"": ""1.49"", ""速动比率"": ""1.23"", ""资产负债率"": ""55.15%""}",2025-06-04,2025-06-08,6.19,5.8,-0.06300484652665594,跌5+
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""51.84%"", ""营业总收入同比增长率"": ""-71.76%"", ""流动比率"": ""1.49"", ""速动比率"": ""1.23"", ""资产负债率"": ""55.15%""}",2025-06-11,2025-06-15,5.8,5.6,-0.034482758620689724,跌4
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""51.84%"", ""营业总收入同比增长率"": ""-71.76%"", ""流动比率"": ""1.49"", ""速动比率"": ""1.23"", ""资产负债率"": ""55.15%""}",2025-06-18,2025-06-22,5.6,5.0,-0.1071428571428571,跌5+
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""51.84%"", ""营业总收入同比增长率"": ""-71.76%"", ""流动比率"": ""1.49"", ""速动比率"": ""1.23"", ""资产负债率"": ""55.15%""}",2025-06-25,2025-06-29,5.0,4.83,-0.03400000000000003,跌4
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""37.10%"", ""营业总收入同比增长率"": ""-24.21%"", ""流动比率"": ""1.46"", ""速动比率"": ""1.19"", ""资产负债率"": ""55.85%""}",2025-07-02,2025-07-06,4.83,4.83,0.0,平
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""37.10%"", ""营业总收入同比增长率"": ""-24.21%"", ""流动比率"": ""1.46"", ""速动比率"": ""1.19"", ""资产负债率"": ""55.85%""}",2025-07-09,2025-07-13,4.83,4.77,-0.01242236024844734,跌2
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""37.10%"", ""营业总收入同比增长率"": ""-24.21%"", ""流动比率"": ""1.46"", ""速动比率"": ""1.19"", ""资产负债率"": ""55.85%""}",2025-07-16,2025-07-20,4.77,5.13,0.07547169811320753,涨5+
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""37.10%"", ""营业总收入同比增长率"": ""-24.21%"", ""流动比率"": ""1.46"", ""速动比率"": ""1.19"", ""资产负债率"": ""55.85%""}",2025-07-23,2025-07-27,5.13,4.79,-0.06627680311890838,跌5+
True,"{""股票代码"": ""603007"", ""股票简称"": ""顺景科技"", ""总股本"": 884646101.0, ""流通股"": 695089029.0, ""总市值"": 7404487865.369999, ""流通市值"": 5817895172.73, ""行业"": ""汽车零部件"", ""上市时间"": ""2016-08-26""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""37.10%"", ""营业总收入同比增长率"": ""-24.21%"", ""流动比率"": ""1.46"", ""速动比率"": ""1.19"", ""资产负债率"": ""55.85%""}",2025-07-30,2025-08-03,4.79,4.94,0.03131524008350728,涨4
