数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""48.93%"", ""营业总收入同比增长率"": ""21.91%"", ""流动比率"": ""2.08"", ""速动比率"": ""0.71"", ""资产负债率"": ""34.24%""}",2025-05-28,2025-06-01,90.19,89.24,-0.010533318549728388,跌2
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""48.93%"", ""营业总收入同比增长率"": ""21.91%"", ""流动比率"": ""2.08"", ""速动比率"": ""0.71"", ""资产负债率"": ""34.24%""}",2025-06-04,2025-06-08,89.24,98.0,0.09816225907664733,涨5+
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""48.93%"", ""营业总收入同比增长率"": ""21.91%"", ""流动比率"": ""2.08"", ""速动比率"": ""0.71"", ""资产负债率"": ""34.24%""}",2025-06-11,2025-06-15,98.0,90.18,-0.0797959183673469,跌5+
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""48.93%"", ""营业总收入同比增长率"": ""21.91%"", ""流动比率"": ""2.08"", ""速动比率"": ""0.71"", ""资产负债率"": ""34.24%""}",2025-06-18,2025-06-22,90.18,88.4,-0.019738301175426964,跌2
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""48.93%"", ""营业总收入同比增长率"": ""21.91%"", ""流动比率"": ""2.08"", ""速动比率"": ""0.71"", ""资产负债率"": ""34.24%""}",2025-06-25,2025-06-29,88.4,93.08,0.05294117647058805,涨5+
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-07-02,2025-07-06,93.08,89.33,-0.04028792436613671,跌5
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-07-09,2025-07-13,89.33,89.28,-0.0005597223777006333,平
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-07-16,2025-07-20,89.28,103.0,0.15367383512544808,涨5+
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-07-23,2025-07-27,103.0,103.65,0.006310679611650549,涨1
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-07-30,2025-08-03,103.65,111.43,0.07506029908345391,涨5+
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-08-06,2025-08-10,111.43,103.38,-0.0722426635555955,跌5+
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-08-13,2025-08-17,103.38,102.53,-0.008222093248210438,跌1
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-08-20,2025-08-24,102.53,119.85,0.1689261679508436,涨5+
True,"{""股票代码"": ""300454"", ""股票简称"": ""深信服"", ""总股本"": 431559055.0, ""流通股"": 288002938.0, ""总市值"": 51795717781.1, ""流通市值"": 34566112618.76, ""行业"": ""软件开发"", ""上市时间"": ""2018-05-16""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""121.30%"", ""营业总收入同比增长率"": ""4.50%"", ""流动比率"": ""2.02"", ""速动比率"": ""0.64"", ""资产负债率"": ""37.77%""}",2025-08-27,2025-08-31,119.85,129.5,0.08051731330830214,涨5+
