数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""32.95%"", ""营业总收入同比增长率"": ""16.90%"", ""流动比率"": ""1.00"", ""速动比率"": ""0.77"", ""资产负债率"": ""62.91%""}",2025-05-28,2025-06-01,16.73,16.63,-0.00597728631201444,跌1
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""32.95%"", ""营业总收入同比增长率"": ""16.90%"", ""流动比率"": ""1.00"", ""速动比率"": ""0.77"", ""资产负债率"": ""62.91%""}",2025-06-04,2025-06-08,16.63,16.97,0.020444978953698234,涨3
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""32.95%"", ""营业总收入同比增长率"": ""16.90%"", ""流动比率"": ""1.00"", ""速动比率"": ""0.77"", ""资产负债率"": ""62.91%""}",2025-06-11,2025-06-15,16.97,20.03,0.18031820860341785,涨5+
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""32.95%"", ""营业总收入同比增长率"": ""16.90%"", ""流动比率"": ""1.00"", ""速动比率"": ""0.77"", ""资产负债率"": ""62.91%""}",2025-06-18,2025-06-22,20.03,21.49,0.07289066400399391,涨5+
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""32.95%"", ""营业总收入同比增长率"": ""16.90%"", ""流动比率"": ""1.00"", ""速动比率"": ""0.77"", ""资产负债率"": ""62.91%""}",2025-06-25,2025-06-29,21.49,19.05,-0.11354118194509066,跌5+
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-72.36%"", ""营业总收入同比增长率"": ""-6.59%"", ""流动比率"": ""1.04"", ""速动比率"": ""0.77"", ""资产负债率"": ""64.13%""}",2025-07-02,2025-07-06,19.05,19.5,0.023622047244094446,涨3
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-72.36%"", ""营业总收入同比增长率"": ""-6.59%"", ""流动比率"": ""1.04"", ""速动比率"": ""0.77"", ""资产负债率"": ""64.13%""}",2025-07-09,2025-07-13,19.5,18.93,-0.029230769230769282,跌3
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-72.36%"", ""营业总收入同比增长率"": ""-6.59%"", ""流动比率"": ""1.04"", ""速动比率"": ""0.77"", ""资产负债率"": ""64.13%""}",2025-07-16,2025-07-20,18.93,18.87,-0.0031695721077653616,平
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-72.36%"", ""营业总收入同比增长率"": ""-6.59%"", ""流动比率"": ""1.04"", ""速动比率"": ""0.77"", ""资产负债率"": ""64.13%""}",2025-07-23,2025-07-27,18.87,19.36,0.02596714361420238,涨3
True,"{""股票代码"": ""603619"", ""股票简称"": ""中曼石油"", ""总股本"": 462338461.0, ""流通股"": 462338461.0, ""总市值"": 13384698445.949999, ""流通市值"": 13384698445.949999, ""行业"": ""油服工程"", ""上市时间"": ""2017-11-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-72.36%"", ""营业总收入同比增长率"": ""-6.59%"", ""流动比率"": ""1.04"", ""速动比率"": ""0.77"", ""资产负债率"": ""64.13%""}",2025-07-30,2025-08-03,19.36,19.02,-0.017561983471074405,跌2
