数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""347.81%"", ""营业总收入同比增长率"": ""39.32%"", ""流动比率"": ""4.58"", ""速动比率"": ""3.51"", ""资产负债率"": ""19.31%""}",2025-05-28,2025-06-01,2.37,2.42,0.021097046413502074,涨3
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""347.81%"", ""营业总收入同比增长率"": ""39.32%"", ""流动比率"": ""4.58"", ""速动比率"": ""3.51"", ""资产负债率"": ""19.31%""}",2025-06-04,2025-06-08,2.42,2.49,0.02892561983471076,涨3
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""347.81%"", ""营业总收入同比增长率"": ""39.32%"", ""流动比率"": ""4.58"", ""速动比率"": ""3.51"", ""资产负债率"": ""19.31%""}",2025-06-11,2025-06-15,2.49,2.46,-0.012048192771084487,跌2
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""347.81%"", ""营业总收入同比增长率"": ""39.32%"", ""流动比率"": ""4.58"", ""速动比率"": ""3.51"", ""资产负债率"": ""19.31%""}",2025-06-18,2025-06-22,2.46,2.36,-0.04065040650406504,跌5
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""347.81%"", ""营业总收入同比增长率"": ""39.32%"", ""流动比率"": ""4.58"", ""速动比率"": ""3.51"", ""资产负债率"": ""19.31%""}",2025-06-25,2025-06-29,2.36,2.46,0.04237288135593231,涨5
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-57.67%"", ""营业总收入同比增长率"": ""24.81%"", ""流动比率"": ""4.27"", ""速动比率"": ""3.20"", ""资产负债率"": ""20.22%""}",2025-07-02,2025-07-06,2.46,2.5,0.016260162601626105,涨2
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-57.67%"", ""营业总收入同比增长率"": ""24.81%"", ""流动比率"": ""4.27"", ""速动比率"": ""3.20"", ""资产负债率"": ""20.22%""}",2025-07-09,2025-07-13,2.5,2.56,0.02400000000000002,涨3
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-57.67%"", ""营业总收入同比增长率"": ""24.81%"", ""流动比率"": ""4.27"", ""速动比率"": ""3.20"", ""资产负债率"": ""20.22%""}",2025-07-16,2025-07-20,2.56,2.46,-0.0390625,跌4
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-57.67%"", ""营业总收入同比增长率"": ""24.81%"", ""流动比率"": ""4.27"", ""速动比率"": ""3.20"", ""资产负债率"": ""20.22%""}",2025-07-23,2025-07-27,2.46,2.57,0.04471544715447151,涨5
True,"{""股票代码"": ""002445"", ""股票简称"": ""中南文化"", ""总股本"": 2376607531.0, ""流通股"": 2366305973.0, ""总市值"": 10100582006.75, ""流通市值"": 10056800385.25, ""行业"": ""通用设备"", ""上市时间"": ""2010-07-13""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-57.67%"", ""营业总收入同比增长率"": ""24.81%"", ""流动比率"": ""4.27"", ""速动比率"": ""3.20"", ""资产负债率"": ""20.22%""}",2025-07-30,2025-08-03,2.57,2.49,-0.03112840466926059,跌4
