数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""44.53%"", ""营业总收入同比增长率"": ""11.90%"", ""流动比率"": ""1.52"", ""速动比率"": ""1.34"", ""资产负债率"": ""46.88%""}",2025-05-28,2025-06-01,3.85,3.75,-0.025974025974025983,跌3
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""44.53%"", ""营业总收入同比增长率"": ""11.90%"", ""流动比率"": ""1.52"", ""速动比率"": ""1.34"", ""资产负债率"": ""46.88%""}",2025-06-04,2025-06-08,3.75,3.8,0.013333333333333197,涨2
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""44.53%"", ""营业总收入同比增长率"": ""11.90%"", ""流动比率"": ""1.52"", ""速动比率"": ""1.34"", ""资产负债率"": ""46.88%""}",2025-06-11,2025-06-15,3.8,3.71,-0.023684210526315752,跌3
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""44.53%"", ""营业总收入同比增长率"": ""11.90%"", ""流动比率"": ""1.52"", ""速动比率"": ""1.34"", ""资产负债率"": ""46.88%""}",2025-06-18,2025-06-22,3.71,3.55,-0.043126684636118684,跌5
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""44.53%"", ""营业总收入同比增长率"": ""11.90%"", ""流动比率"": ""1.52"", ""速动比率"": ""1.34"", ""资产负债率"": ""46.88%""}",2025-06-25,2025-06-29,3.55,3.64,0.025352112676056526,涨3
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-07-02,2025-07-06,3.64,3.66,0.005494505494505475,涨1
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-07-09,2025-07-13,3.66,3.75,0.024590163934426146,涨3
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-07-16,2025-07-20,3.75,3.68,-0.01866666666666661,跌2
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-07-23,2025-07-27,3.68,3.79,0.029891304347825942,涨3
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-07-30,2025-08-03,3.79,3.71,-0.02110817941952503,跌3
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-08-06,2025-08-10,3.71,3.68,-0.008086253369272156,跌1
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-08-13,2025-08-17,3.68,3.93,0.06793478260869557,涨5+
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-08-20,2025-08-24,3.93,3.92,-0.0025445292620865922,平
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-08-27,2025-08-31,3.92,3.78,-0.0357142857142857,跌4
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-09-03,2025-09-07,3.78,3.78,0.0,平
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-09-10,2025-09-14,3.78,3.8,0.005291005291005346,涨1
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-09-17,2025-09-21,3.8,3.85,0.013157894736842257,涨2
True,"{""股票代码"": ""002489"", ""股票简称"": ""浙江永强"", ""总股本"": 2169016313.0, ""流通股"": 1913021440.0, ""总市值"": 8697755415.13, ""流通市值"": 7671215974.4, ""行业"": ""家居用品"", ""上市时间"": ""2010-10-21""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""-43.79%"", ""营业总收入同比增长率"": ""-24.23%"", ""流动比率"": ""1.92"", ""速动比率"": ""1.61"", ""资产负债率"": ""34.39%""}",2025-09-24,2025-09-28,3.85,3.72,-0.03376623376623378,跌4
