数据可用,公司信息,基本面,起始日期,结算日期,起始价,结算价,周收益率,涨跌标签
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""20.29%"", ""营业总收入同比增长率"": ""-12.64%"", ""流动比率"": ""5.83"", ""速动比率"": ""4.96"", ""资产负债率"": ""13.92%""}",2025-05-28,2025-06-01,67.39,68.83,0.021368155512687226,涨3
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""20.29%"", ""营业总收入同比增长率"": ""-12.64%"", ""流动比率"": ""5.83"", ""速动比率"": ""4.96"", ""资产负债率"": ""13.92%""}",2025-06-04,2025-06-08,68.83,69.34,0.007409559784977482,涨1
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""20.29%"", ""营业总收入同比增长率"": ""-12.64%"", ""流动比率"": ""5.83"", ""速动比率"": ""4.96"", ""资产负债率"": ""13.92%""}",2025-06-11,2025-06-15,69.34,67.01,-0.03360253821747905,跌4
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""20.29%"", ""营业总收入同比增长率"": ""-12.64%"", ""流动比率"": ""5.83"", ""速动比率"": ""4.96"", ""资产负债率"": ""13.92%""}",2025-06-18,2025-06-22,67.01,67.38,0.005521563945679597,涨1
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-03-31"", ""净利润同比增长率"": ""20.29%"", ""营业总收入同比增长率"": ""-12.64%"", ""流动比率"": ""5.83"", ""速动比率"": ""4.96"", ""资产负债率"": ""13.92%""}",2025-06-25,2025-06-29,67.38,70.84,0.051350549124369316,涨5+
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""51.95%"", ""营业总收入同比增长率"": ""14.40%"", ""流动比率"": ""5.96"", ""速动比率"": ""5.08"", ""资产负债率"": ""13.83%""}",2025-07-02,2025-07-06,70.84,69.65,-0.01679841897233203,跌2
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""51.95%"", ""营业总收入同比增长率"": ""14.40%"", ""流动比率"": ""5.96"", ""速动比率"": ""5.08"", ""资产负债率"": ""13.83%""}",2025-07-09,2025-07-13,69.65,71.15,0.02153625269203152,涨3
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""51.95%"", ""营业总收入同比增长率"": ""14.40%"", ""流动比率"": ""5.96"", ""速动比率"": ""5.08"", ""资产负债率"": ""13.83%""}",2025-07-16,2025-07-20,71.15,71.89,0.010400562192550922,涨2
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""51.95%"", ""营业总收入同比增长率"": ""14.40%"", ""流动比率"": ""5.96"", ""速动比率"": ""5.08"", ""资产负债率"": ""13.83%""}",2025-07-23,2025-07-27,71.89,75.2,0.04604256502990678,涨5
True,"{""股票代码"": ""603160"", ""股票简称"": ""汇顶科技"", ""总股本"": 465886785.0, ""流通股"": 465886785.0, ""总市值"": 30273323289.300003, ""流通市值"": 30273323289.300003, ""行业"": ""半导体"", ""上市时间"": ""2016-10-17""}","{""报告期"": ""2025-06-30"", ""净利润同比增长率"": ""51.95%"", ""营业总收入同比增长率"": ""14.40%"", ""流动比率"": ""5.96"", ""速动比率"": ""5.08"", ""资产负债率"": ""13.83%""}",2025-07-30,2025-08-03,75.2,74.05,-0.015292553191489477,跌2
